,cafe_name,cafe_type,starring,visitor_review,blog_review,address,business_hours,phone_number,connection_site,description,menu,keyword,keyword_number,image_link
70,대명제과,베이커리,4.55,49,20,대구 남구 현충로 37-8 대명제과,12:00에 영업 시작,0507-1310-4969,,,,"{'빵이 맛있어요': 20, '친절해요': 13, '커피가 맛있어요': 9, '매장이 청결해요': 6, '음료가 맛있어요': 4, '가성비가 좋아요': 4, '좌석이 편해요': 2, '인테리어가 멋져요': 2, '주차하기 편해요': 2, '뷰가 좋아요': 2, '차분한 분위기에요': 1, '사진이 잘 나와요': 1, '특별한 메뉴가 있어요': 1, '집중하기 좋아요': 1, '대화하기 좋아요': 1}",25,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230227_184%2F1677429137431HCcwW_JPEG%2F626E2A25-474E-4E3C-9C4D-6C85AEF245A3.jpeg"""
71,에이엣디,"카페,디저트",4.54,507,316,대구 남구 안지랑로5길 76 : 1~2층,11/17 휴무,010-7569-8485,,,,"{'커피가 맛있어요': 84, '디저트가 맛있어요': 59, '매장이 청결해요': 36, '음료가 맛있어요': 34, '인테리어가 멋져요': 34, '친절해요': 30, '특별한 메뉴가 있어요': 22, '대화하기 좋아요': 20, '사진이 잘 나와요': 18, '주차하기 편해요': 14, '화장실이 깨끗해요': 10, '가성비가 좋아요': 8, '뷰가 좋아요': 7, '좌석이 편해요': 3, '집중하기 좋아요': 1}",192,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200609_66%2F1591632776839IzMMr_JPEG%2FFEAMqdoSD3OzB-n3XX6mxfA7.jpg"""
72,쁨담케이크,케이크전문,0.0,65,83,대구 남구 대명복개로3길 34-1 1층(대명동),11:00에 영업 시작,0507-1311-1460,,,,"{'디저트가 맛있어요': 54, '친절해요': 43, '선물하기 좋아요': 38, '매장이 청결해요': 33, '특별한 메뉴가 있어요': 27, '가성비가 좋아요': 16, '사진이 잘 나와요': 13, '인테리어가 멋져요': 12, '주문제작을 잘해줘요': 6, '주차하기 편해요': 6, '음료가 맛있어요': 5, '특별한 날 가기 좋아요': 4, '종류가 다양해요': 4, '커피가 맛있어요': 3, '음식이 맛있어요': 3, '화장실이 깨끗해요': 2, '재료가 신선해요': 1, '메뉴 구성이 알차요': 1, '집중하기 좋아요': 1, '대화하기 좋아요': 1, '뷰가 좋아요': 1}",65,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230703_112%2F1688347364441CV2eo_JPEG%2FIMG_20230602_190750_742.jpg"""
73,스타벅스 대구앞산DT점,카페,4.54,4047,159,대구 남구 현충로 32,,1522-3232,,,,"{'커피가 맛있어요': 1253, '친절해요': 539, '음료가 맛있어요': 481, '주차하기 편해요': 369, '디저트가 맛있어요': 366, '매장이 청결해요': 359, '대화하기 좋아요': 309, '뷰가 좋아요': 233, '인테리어가 멋져요': 196, '좌석이 편해요': 185, '집중하기 좋아요': 150, '특별한 메뉴가 있어요': 137, '화장실이 깨끗해요': 137, '사진이 잘 나와요': 90, '가성비가 좋아요': 57, '차분한 분위기에요': 4, '매장이 넓어요': 4, '아늑해요': 1, '음악이 좋아요': 1, '비싼 만큼 가치있어요': 1, '오래 머무르기 좋아요': 1}",2376,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png"""
74,책상,"카페,디저트",0.0,118,142,대구 남구 안지랑로 26 1층,14:00에 영업 시작,010-2765-7692,,,,"{'커피가 맛있어요': 78, '친절해요': 72, '집중하기 좋아요': 59, '인테리어가 멋져요': 38, '대화하기 좋아요': 36, '음료가 맛있어요': 29, '특별한 메뉴가 있어요': 22, '매장이 청결해요': 19, '좌석이 편해요': 18, '디저트가 맛있어요': 18, '사진이 잘 나와요': 12, '차분한 분위기에요': 5, '가성비가 좋아요': 4, '주차하기 편해요': 3, '아늑해요': 2, '음악이 좋아요': 2, '뷰가 좋아요': 2, '읽을만한 책이 많아요': 1, '컨셉이 독특해요': 1, '화장실이 깨끗해요': 1}",116,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220415_254%2F1650009911772z93ay_JPEG%2F23EC5C99-8757-4377-930A-44681F053373.jpeg"""
75,카페 네쥬,"카페,디저트",4.65,663,883,대구 남구 중앙대로30길 37,12:00에 영업 시작,053-283-0405,,,,"{'디저트가 맛있어요': 276, '인테리어가 멋져요': 211, '커피가 맛있어요': 195, '사진이 잘 나와요': 148, '음료가 맛있어요': 145, '특별한 메뉴가 있어요': 111, '매장이 청결해요': 90, '뷰가 좋아요': 84, '대화하기 좋아요': 79, '친절해요': 78, '주차하기 편해요': 39, '집중하기 좋아요': 27, '화장실이 깨끗해요': 23, '좌석이 편해요': 21, '가성비가 좋아요': 13, '차분한 분위기에요': 1, '음식이 맛있어요': 1}",488,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230430_114%2F1682812920373dyFpJ_JPEG%2F0CC1989E-1187-48BC-96A1-7CB8480C626E.jpeg"""
76,소소우드,"카페,디저트",0.0,130,40,대구 남구 대륙2길 6 1층 소소우드,11:00에 영업 시작,0507-1423-7732,,,,"{'디저트가 맛있어요': 88, '친절해요': 84, '커피가 맛있어요': 73, '음료가 맛있어요': 62, '인테리어가 멋져요': 58, '사진이 잘 나와요': 55, '매장이 청결해요': 48, '대화하기 좋아요': 39, '화장실이 깨끗해요': 23, '집중하기 좋아요': 18, '가성비가 좋아요': 15, '좌석이 편해요': 11, '특별한 메뉴가 있어요': 9, '주차하기 편해요': 7, '차분한 분위기에요': 2, '아늑해요': 2, '뷰가 좋아요': 2, '빵이 맛있어요': 1, '양이 많아요': 1, '메뉴 구성이 알차요': 1, '건강한 맛이에요': 1, '차가 맛있어요': 1}",130,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230307_252%2F1678185002095c1jbe_JPEG%2FKakaoTalk_20230307_192933911.jpg"""
77,오어앤,"카페,디저트",0.0,25,38,대구 남구 안골길 49-1,12:00에 영업 시작,0507-1303-9844,,,,"{'디저트가 맛있어요': 17, '친절해요': 16, '커피가 맛있어요': 12, '매장이 청결해요': 12, '음료가 맛있어요': 6, '가성비가 좋아요': 6, '특별한 메뉴가 있어요': 6, '대화하기 좋아요': 4, '좌석이 편해요': 2, '사진이 잘 나와요': 2, '집중하기 좋아요': 2, '인테리어가 멋져요': 1, '주차하기 편해요': 1, '화장실이 깨끗해요': 1}",24,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230302_69%2F1677727701433OVUCU_JPEG%2F3C68A5AC-75E8-4C00-B236-4BD6C567C86E.jpeg"""
78,까또베이커리카페,베이커리,0.0,154,53,대구 남구 안골길 8 까또베이커리,08:00에 영업 시작,0507-1344-4050,,,,"{'빵이 맛있어요': 119, '친절해요': 66, '가성비가 좋아요': 63, '매장이 청결해요': 36, '커피가 맛있어요': 30, '특별한 메뉴가 있어요': 29, '음료가 맛있어요': 19, '주차하기 편해요': 7, '대화하기 좋아요': 5, '인테리어가 멋져요': 3, '건강한 맛이에요': 3, '화장실이 깨끗해요': 3, '좌석이 편해요': 2, '메뉴 구성이 알차요': 2, '집중하기 좋아요': 2, '종류가 다양해요': 2, '디저트가 맛있어요': 1, '양이 많아요': 1, '매장이 넓어요': 1, '뷰가 좋아요': 1}",146,
79,또다,"카페,디저트",0.0,63,7,대구 남구 대명로20길 85 1층,08:30에 영업 시작,070-4134-7281,,,,"{'디저트가 맛있어요': 49, '친절해요': 31, '커피가 맛있어요': 24, '매장이 청결해요': 18, '음료가 맛있어요': 16, '가성비가 좋아요': 13, '특별한 메뉴가 있어요': 7, '인테리어가 멋져요': 5, '대화하기 좋아요': 3, '집중하기 좋아요': 2, '빵이 맛있어요': 1, '좌석이 편해요': 1, '주차하기 편해요': 1, '화장실이 깨끗해요': 1}",62,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220505_293%2F1651760571154hN21I_JPEG%2F470975AC-576A-44A0-9252-A062AFAE7CBA.jpeg"""
80,시류,"카페,디저트",0.0,124,313,대구 남구 대봉로19길 6-3 1층(골목 안 빨간지붕),12:00에 영업 시작,0507-1331-3093,,,,"{'디저트가 맛있어요': 81, '커피가 맛있어요': 63, '인테리어가 멋져요': 59, '친절해요': 47, '특별한 메뉴가 있어요': 41, '사진이 잘 나와요': 35, '차분한 분위기에요': 23, '음료가 맛있어요': 22, '매장이 청결해요': 18, '집중하기 좋아요': 13, '뷰가 좋아요': 13, '빵이 맛있어요': 12, '대화하기 좋아요': 6, '차가 맛있어요': 3, '종류가 다양해요': 3, '좌석이 편해요': 2, '음식이 맛있어요': 2, '화장실이 깨끗해요': 2, '아늑해요': 1, '혼밥하기 좋아요': 1, '음악이 좋아요': 1, '주차하기 편해요': 1, '특별한 날 가기 좋아요': 1}",123,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231102_46%2F1698912590537SwxvP_JPEG%2FIMG_7643.jpeg"""
81,떠나펫 대구앞산본점,"카페,디저트",0.0,46,30,대구 남구 현충로5길 104 1층,11/17 휴무,0507-1353-5187,,,,"{'커피가 맛있어요': 31, '반려동물과 가기 좋아요': 30, '친절해요': 23, '디저트가 맛있어요': 22, '음료가 맛있어요': 20, '사진이 잘 나와요': 17, '컨셉이 독특해요': 15, '인테리어가 멋져요': 12, '아늑해요': 11, '가성비가 좋아요': 10, '뷰가 좋아요': 10, '특별한 메뉴가 있어요': 8, '좌석이 편해요': 2, '음악이 좋아요': 1, '매장이 넓어요': 1, '매장이 청결해요': 1, '대화하기 좋아요': 1, '화장실이 깨끗해요': 1}",46,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230706_175%2F1688635768187BFC6h_JPEG%2FIMG_8176.jpg"""
82,성당못빌,"카페,디저트",4.53,926,878,대구 남구 성당로 54-5 . 1-2층,11:00에 영업 시작,0507-1307-1784,,,,"{'인테리어가 멋져요': 248, '커피가 맛있어요': 189, '뷰가 좋아요': 189, '사진이 잘 나와요': 148, '친절해요': 146, '음료가 맛있어요': 120, '디저트가 맛있어요': 110, '야외 공간이 멋져요': 86, '대화하기 좋아요': 69, '매장이 청결해요': 60, '좌석이 편해요': 39, '화장실이 깨끗해요': 38, '특별한 메뉴가 있어요': 36, '가성비가 좋아요': 15, '특별한 날 가기 좋아요': 15, '빵이 맛있어요': 1, '주차하기 편해요': 1}",548,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230827_294%2F1693067304834A30IX_JPEG%2FA9A8E5C1-B407-446C-9AF0-F754A0F5046D.jpeg"""
83,투썸플레이스 대구앞산점,카페,4.51,1447,131,대구 남구 현충로 24,08:30에 영업 시작,0507-1428-9266,,,,"{'커피가 맛있어요': 387, '디저트가 맛있어요': 255, '음료가 맛있어요': 220, '주차하기 편해요': 183, '매장이 청결해요': 183, '좌석이 편해요': 165, '대화하기 좋아요': 156, '친절해요': 139, '뷰가 좋아요': 138, '인테리어가 멋져요': 104, '집중하기 좋아요': 51, '사진이 잘 나와요': 36, '가성비가 좋아요': 31, '특별한 메뉴가 있어요': 31, '화장실이 깨끗해요': 31, '매장이 넓어요': 1, '단체모임 하기 좋아요': 1}",1011,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190213_137%2F1550068443589OiO5b_JPEG%2F5gC0ozwu12ZP1ox9iFPdKjTW.jpeg.jpg"""
84,퍼스널스커피,"카페,디저트",0.0,123,29,대구 남구 대명남로 151 1층,10:30에 영업 시작,0507-1466-1997,,,,"{'커피가 맛있어요': 99, '디저트가 맛있어요': 85, '인테리어가 멋져요': 82, '친절해요': 70, '매장이 청결해요': 45, '음료가 맛있어요': 43, '사진이 잘 나와요': 29, '특별한 메뉴가 있어요': 23, '대화하기 좋아요': 22, '좌석이 편해요': 15, '음식이 맛있어요': 13, '화장실이 깨끗해요': 13, '집중하기 좋아요': 7, '반려동물과 가기 좋아요': 5, '컨셉이 독특해요': 2, '아늑해요': 1, '음악이 좋아요': 1, '오래 머무르기 좋아요': 1, '뷰가 좋아요': 1}",121,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230420_12%2F1681979608555iiSw9_JPEG%2F416EED89-4858-4B83-AE5D-C9B3C3F26D9D.jpeg"""
85,온돈케이크,케이크전문,0.0,244,106,대구 남구 중앙대로22길 9 1층 온돈케이크,11:00에 영업 시작,0507-1317-6574,,,,"{'주문제작을 잘해줘요': 210, '친절해요': 154, '선물하기 좋아요': 147, '디저트가 맛있어요': 142, '음식이 맛있어요': 126, '특별한 메뉴가 있어요': 101, '종류가 다양해요': 87, '특별한 날 가기 좋아요': 81, '매장이 청결해요': 44, '사진이 잘 나와요': 37, '아늑해요': 10, '인테리어가 멋져요': 7, '차분한 분위기에요': 6, '매장이 넓어요': 5, '주차하기 편해요': 4, '컨셉이 독특해요': 3, '재료가 신선해요': 2, '메뉴 구성이 알차요': 1, '가성비가 좋아요': 1, '비싼 만큼 가치있어요': 1}",243,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230909_105%2F1694241502437MQlxy_PNG%2F%25B8%25B8%25C3%25CC%25B5%25BF%25C4%25C9%25C0%25CC%25C5%25A9_%25281%2529.png"""
86,앞산커피하우스,"카페,디저트",4.39,555,154,대구 남구 대명남로 175,10:00에 영업 시작,0507-1311-3969,,,,"{'커피가 맛있어요': 112, '디저트가 맛있어요': 67, '친절해요': 50, '대화하기 좋아요': 46, '주차하기 편해요': 42, '인테리어가 멋져요': 39, '매장이 청결해요': 39, '음료가 맛있어요': 37, '좌석이 편해요': 17, '뷰가 좋아요': 17, '화장실이 깨끗해요': 16, '특별한 메뉴가 있어요': 15, '집중하기 좋아요': 9, '사진이 잘 나와요': 7, '가성비가 좋아요': 5}",222,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191224_184%2F1577171527452MFnez_JPEG%2FO6HVIpcaRW8GaVNvpvOfQS_f.jpg"""
